,Type_appart,Surface m²,Price €,Localisation,Date Post,Description
167,studio ,45m,1575,Paris 14E,/  06 septembre 2019,"Métro  Raspail. Studio 45m² au 3éme étage  dans immeuble de standing, parquet bois  et placards, avec cuisine aménagée.
Ascenseur, cave et parking en sous-sol. Câble installé.

Loyer: 1.415 €/mois + 160 € Charges (dont eau et chauffage);

Parking en sus .

 Libre fin Juin."
168,meublee appartement ,40m,1490,Paris 16E,/  06 septembre 2019,"Location meublée disponible immédiatement – Boulevard Exelmans 75016 Paris.

Très bel appartement fonctionnel de 2 pièces (agencement non adapté pour une colocation).
Superficie : 40 m². Au 5ème étage avec ascenseur, sans vis-à-vis, dans immeuble de bon standing et sécurisé (interphone – copropriété calme).

Ce bien est entièrement avec parquet d'origine et les peintures sont impeccables.
Il se compose :
d'une entrée, un séjour/salle à manger de 18m² (incluant un canapé convertible), une cuisine équipée fermée (réfrigérateur, congélateur, plaques à induction, four, micro-ondes, lave-linge), une chambre de 11m² (comprenant un lit double [160*200] et plusieurs rangements), une salle de bain (incluant une baignoire) et un wc séparé.

Cet appartement est très lumineux. Chaque fenêtre est avec double vitrage et volets.
Le chauffage est collectif.

L'appartement est proche de nombreux transports en commun : métro (ligne 9 - station Exelmans / ligne 10 – stations Chardon Lagache ou Eglise d'Auteuil) ; bus (lignes 22, 62, 72 et PC) et RER C.

Bon quartier, à proximité de nombreux commerces (marché 3 fois par semaine).

Loyer charges comprises.
Merci de disposer d'un dossier complet.
[Locataire  1) Un justificatif d'identité en cours de validité, 2) Le dernier avis d'imposition, 3) Les 3 derniers bulletins de salaire, 4) Le contrat de travail, 5) Un justificatif de domicile].
[Garant  documents équivalents]."
169,meublee appartement ,63m,1685,Paris 20E,/  06 septembre 2019,"Dans impasse proche Gambetta. Appartement au 1er étage sans ascenseur de 63 m² vide de meubles, comprenant : 3 chambres, 1 cuisine non aménagée ni équipée et une salle d'eau avec wc. Parquet moulures immeuble ancien. Eau chaude par cumulus individuel et chauffage semi collectif (des radiateurs électriques remplacent le ou les radiateurs non présents).

Libre de suite visite le dimanche 10 au plus tôt.
Pour le rendez-vous contacter par texto."
170,appartement ,105m,2900,Paris ,/  06 septembre 2019,"Loue appartement 105 m².
Rez-de-chaussée, très lumineux, une grande entrée, 4 pièces, salon 25 m², 3 chambres : 2 sur cour et une principale de 20 m² sur rue.
Salle de bains et cuisine séparée.
Rue très calme, proche Pereire et Wagram. 300 m des écoles et commerce
10m à pied RER Pereire et métro.
Loyer charges comprises.

Loyer : 2900 € charges comprises"
171,appartement ,55m,1670,Paris 17E,/  06 septembre 2019,"Quartier Batignoles. Appartement de 55m2, 2 pièces, une grande chambre, salon et salle à manger, cuisine équipée. Dans petite copropriété, sécurisée, calme, proche commerces et transports. Double entrée avec digicodes, ascenseur, fenêtre double vitrage, interphone. Baignoire-douche, wc séparés.

Loyer : 1670E/mois + 170/mois en provision pour charges.

Disponible de suite.

(Agences s'abstenir)"
172,meublee studio ,22m,980,Paris 18E,/  06 septembre 2019,"Professeur - Conférencier  (Grandes Ecoles) loue  son pied-à-terre parisien avec tout son contenu à une personne professionnelle avec excellentes références pour une période de six mois possibilité renouvellement à 12 mois avec contrat du à un voyage.
Périodes plus courtes de trois mois négociables, entretiens Paris et Londres août et  septembre

Le  studio comprend 22 m², dans un immeuble moderne avec gardien et interphone GPS donc bonne sécurité. Disponible dès le 1 septembre.

Le studio est tout équipé. Cuisine séparée four / plaque / frigo Liebherr avec congélateur, salle de bains avec douche, lave-linge Bosch, entrée placard généreux/ penderie.
Très lumineux et très calme sans bruit de rue avec quatre grandes fenêtres qui donnent sur le jardin interne  de l'immeuble.
Situé fin couloir donc calme au rez-de-chaussée avec vue et accès  au jardin Option internet haute vitesse (plus)

Loyer mensuel contient  une provision charges de 25€ pour électricité EDF -  et charges comprises de la copropriété  eau, chaude,  chauffage , nettoyage de l'immeuble/manutention et taxe d'habitation. Assurance demandée du locataire pour le contenu du studio

Situation près de la mairie du 18ème et marché, commerces et bars et restaurants du quartier comme rue du Ruisseau, rue Duhesme, Bd Ordener, rue Lamarck , ainsi que la  Butte de Montmartre. Lignes métro 12 Jules Joffrin et 4 Porte de Clignancourt /  bus 56,85  Tram à Vincennes - Porte Asnières.
Gare du Nord 10 min. Accès Autoroute A1 du Nord à 5 min.Boulevard Périphérique.

Références et dossier demandés. Occupation d'une seule personne prévue à ce loyer. Agents svp abstenir.

Caution 1900 €.

Nota : photos de l'intérieur du studio, de la vue du jardin communal et du quartier.


Loyer : 980 €/mois + charges 180 €."
173,meublee studio ,26m,980,Paris 18E,/  06 septembre 2019,"Appartement disponible le 1er août 2019.

Studio neuf dans un immeuble de 2016, Paris 18ème Limite 17ème.
Dans un quartier commerçant et vivant de Guy Môquet.

26 m² entièrement meublé, parquet au sol, salle de bains spacieuse et moderne.

Équipement: cuisine équipée, frigo, vitrocéramique, four, micro-ondes, canapé lit marque haut de gamme avec véritable matelas usage quotidien, dressing, Table extensible, lave-linge, assiettes, ustensiles de cuisine...

2ème étage, calme, immeuble sécurisé(caméra, digicodes, équipé de domotique dernière technologie et volet électrique, chauffage régulé....
Présence local à vélos.

Situé à 2min du métro Porte de Saint Ouen et 5min du métro Guy Môquet (Ligne13) Transport Bus, métro, vélib au pied de l'immeuble.

Chauffage collectif inclus. Garantie solide.

Loyer : 980 € charges comprises"
174,studio ,29m,980,Paris 15E,/  06 septembre 2019,"Studio de 29 m² au 5ème étage, proche des commerces de la rue Saint Charles. Métro Charles, Michel, Javel ou Félix Faure. Séjour de 22.5m2 avec 2 fenêtres et placards, une petite entrée avec placard, une
cuisine neuve équipée d'un frigidaire et de 2 plaques de cuisson, une salle de douche avec toilette et fenêtre.
Chauffage électrique. Possibilité de mettre un petit lave-linge. Très lumineux et traversant. Bien entretenu. Pas
d'ascenseur. Vue dégagée.
Loyer : 980 €/mois charges comprises. Classe énergie : E."
175,appartement ,41m,1400,Paris 15E,/  06 septembre 2019,"Appartement 2 pièces avec salle de bains (baignoire), wc séparés, 2 grands placards, parquet vitrifié. Etat propre. Proche Tramway Brancion, métro Porte de Vanves, bus 95.
Libre de suite.
Loyer : 1400 €/mois charges comprises."
176,meublee appartement ,52m,1600,Paris 15E,/  06 septembre 2019,"Appartement de 52 m² dans immeuble moderne, gardien, jardin, digicode, très bien desservi par transports en commun, quartier Bir-Hakeim et très proche de Beaugrenelle.
 Très bon état, grande cuisine et wc indépendants, salle de bains, chambre et grand séjour très lumineux au 7e étage avec ascenseur.
Loyer : 1600 €/mois charges comprises."
177,appartement ,54m,1460,Paris 20E,/  06 septembre 2019,"**Loue Paris 20ème.  Métro Télégraphe.
Grand 2 pièces 54 m² en parfait état avec : Cave et Box voiture fermés.**

Comprenant :

- Entrée desservant tout le logement. Porte blindée.

- Cuisine intégrée avec lave linge, lave vaisselle, frigo 2 portes, micro ondes multi- fonctions, plaque électrique, hotte, nombreux placards.  wc indépendants.

- Salle de bains avec baignoire , lavabo et placards.

- Séjour double (exposition pleins sud) avec 2 fenêtres (en PVC isolant) , volets et 2 placards.

- Chambre avec grand placard penderie 2 portes en glaces , fenêtre  PVC, volet.  Parquet au sol,
Immeuble 1980  avec gardien et ascenseur.  Fibre internet.

Garant solidaire demandé
Loyer  1250€ + 210€ de charges (chauffage et eau chaude compris dans les charges).
Libre de suite."
178,studio ,33m,1240,Paris 7E,/  06 septembre 2019,"Studio rénové belle surface de 33 m² , comportant : entrée , dégagement ,grande pièce, cuisine , salle de douche , lavabo  et wc séparés. - 1er étage avec ascenseur.

2 fenêtres sur avenue, exposition Sud ,

Métro(13)  St François Xavier , Duroc Ou Varennes.  Ligne bus : 92 et 80.

Loyer : 1200 €/mois + 40 € de charges."
179,meublee studio ,9m,595,Paris 8E,/  06 septembre 2019,"Studette Champs-Elysées. Orientée Sud - idéal pied à terre.
Hôtel particulier 18e, concierge, digicode et 2 portes sécurisées.

Kitchenette équipée ( micro-ondes, plaques, réfrigérateur, grill, Nespresso, Écran plat, lave-linge. Linge de maison, serviettes et vaisselle fournis. .

Douche privative (wc communs sur palier pour 2 chambres).

Proche musées Grand et Petit Palais, Louvre, Galliera, Tour Eiffel, Palais de la Découverte, Jacquemart André, N de Camondo...

Lit 1 personne / 6e étage sans ascenseur.

Paris 8e, studette sud et calme.
Concierge et digicode.

double vitrages et isolation chauffage électrique
A proximité : Free wifi du réseau Champs Élysées

EDF non compris dans le loyer.

Dépôt de garantie 2 mois.
Caution sérieuse exigée : caution bancaire (6 mois loyer) ou équivalent.

Sur dossier avec carte nationale d'identité, avis imposition et fiches de paye décembre 2018 et 3 dernières.

Disponible decembre 2019

595 € / mois + 49 € de provision de charges.
Pour une personne: idéal double résidence, s'abstenir pour résidence principale.

Donc pas d'APL."
180,meublee appartement ,35m,1550,Paris 17E,/  06 septembre 2019,"Métro Wagram, parc Monceau. Au 5e sans ascenseur.

Haussmannien grand standing, très bon état, 2 pièces, meublé contemporain, 35 m², très clair, sans vis-à-vis, belle vue.
Tout confort, bar/cuisine, écran plat, lave-linge, lit 140, sofa-lit, grande douche pression, chauffage collectif et Gardien.

Loyer Toutes Charges comprises y compris Electricité, Eau chaude et Internet.
Disponible au 1er Juin 2019.

Visite sur RDV, en m'ajoutant sur Whatsapp au 2e numéro.
Chris Rousseau."
181,appartement ,60m,1725,Paris ,/  06 septembre 2019,"Grand 3 pièces, 60 m² traversant, très lumineux au 8e étage d'une résidence standing et bien entretenue. Nombreux placards et rangements, salle de bains : douche/baignoire. wc séparés, cuisine avec cuisinière 4 feux avec four et frigo, rangements, plan de travail, lave-linge, et micro-ondes.
Pas de colocation.

(Agences s'abstenir).
Disponible à partir du 1er octobre 2019

Loyer : 1725 € charges comprises"
182,meublee studio ,21m,940,Paris 2E,/  06 septembre 2019,"Quartier Montorgueil.

Libre le 30 septembre  2019.
Beau studio meublé, clair, ensoleillé 21 m², 2e étage, dans immeuble intégralement rénové par architecte décorateur.
Canapé lit de 140 cm de qualité professionnelle, kitchenette, salle de bains/wc, équipement cuisine et électroménager complet, lave linge, télévision, internet en libre accès par wi-fi sécurisé,  vaisselle fournie.

Loyer : 890 €/mois + 50 € charges."
183,meublee studio ,35m,1280,Paris 14E,/  06 septembre 2019,"Au rez-de-chaussée sur cour calme et vers  jardin intérieur, très lumineux, tous les commerces à proximité.

Refait à neuf, chauffage de gaz individuel, équipement complet, cuisine équipée, salle de bains avec douche, canapé lit convertible 2 places et un lit dans le placard.

2 mois de dépôt de garantie et références demandées.
Contact par courriel.
Visites sur rendez-vous.
Loyer : 1.100 € /mois + charges 180 €."
184,meublee studio ,14m,705,Paris 16E,/  06 septembre 2019,"Métro Molitor-Auteuil. Rue Boileau.

Studio meublé, 14 m², hauteur sous plafond, au 7e et dernier étage, accès par escalier.
Refait à neuf en septembre 2018.
Très calme, grande fenêtre vue dégagée, très ensoleillé (plein Sud).
Parties communes refait à neuf.

Studio refait, mobilier et décoration raffinée (parquet, douche, cuisinette, TV).
wc privatif sur palier. Gardienne. Libre de suite.

670 €/mois loyer + 35€ de charges, chauffage compris."
185,meublee appartement ,52m,1800,Paris 6E,/  06 septembre 2019,"Bel appartement meublé, 3 pièces 52 m², entièrement rénové.

Dans immeuble bourgeois, très clair et très calme.
Chambre, séjour et salle à manger.
Accès indépendant de chaque pièce sur entrée et couloir, cuisine rénovée, salle de bains et wc indépendants.

Parquet chêne ancien. Chaudière individuelle.

3ème étage. Libre de suite.

Proche commerces. 2 min gare Montparnasse. 3 min boulevard St Germain et Luxembourg.

Loyer : 1.700 €/mois + 100 € charges.

Visite de préférence entre 11h et 14h ou 19h (lundi à samedi)."
186,studio ,28m,1070,Paris 6E,/  06 septembre 2019,"Studio vide 28 m²  (une pièce avec parquet, une cuisine aménagée, une salle de bains, une entrée, plusieurs placards).
3ème étage avec ascenseur, belle vue dégagée.
Immeuble sécurisé. Proximité commerces alimentaires et transports : métro Saint Placide et Rennes, Bus : 68, 89, 94, 95, 96.

Loyer : 1070 €/mois charges comprises."
187,meublee studio ,9m,760,Paris 9E,/  06 septembre 2019,"proximité rue des Martyrs - Location Meublée – 75009
Lorette - Martyrs - Paris 9ème. Proximité rue des Martyrs Métro Notre Dame de Lorette. Location meublée 9 m², 1 pièce entièrement rénovée au 6ème et dernier étage sans ascenseur comprenant : lit 1 place, cuisinette équipée (évier, plaques, réfrigérateur, placard), douche, bureau, chaise, armoire-penderie. WC privé sur palier. Digicode. Internet filaire. De préférence étudiant(e), caution parentale.
L'eau et l'électricité ne sont pas comprises dans les charges. Internet inclus dans les charges du loyer.
660 €/mois + 100 € (montant forfaitaire de charges, hors eau et électricité), 2 mois de dépôt de garantie (hors charges)."
188,meublee appartement ,71m,2300,Paris 15E,/  06 septembre 2019,"Appartement meublé très confortable de 71 m² situé dans un quartier résidentiel du 15ème arrondissement de Paris. Proche secteur Balard/Porte de Versailles.

Composé de 3 pièces dont 2 chambres, cuisine entièrement équipée, salle de bains, wc séparés, nombreux placards, parquet en bois.
Il est lumineux et calme au 3ème étage avec ascenseur, sécurisé : interphone, code, digicode.
Il bénéficie de tout l'équipement nécessaire : aspirateur, fer à repasser, lave-linge, lave vaisselle, sèche-linge, télévision, internet, wifi.
Parfaitement desservi par les transports en commun (métro ligne 8, bus 62, RER javel).
A proximité de nombreux commerces : boulangerie, grande surface, pharmacie, restaurant.

Disponible à partir du 15 octobre 2019.
Bail durée 1 an ou plus.
Dossier complet et garantie de loyer exigés.

Loyer : 2000 €/mois+300 € de charges (chauffage, eau, internet).
En option un parking au sous-sol .

Agences s'abstenir."
189,meublee studio ,25m,950,Paris 15E,/  06 septembre 2019,"Loue Studio meublé refait à neuf dans bel immeuble classé ISMH, métro Balard face Ministère des Armées.

Cuisine équipée (frigo congélateur,  lave vaisselle, lave linge séchant, plaque vitro céramique, hotte aspirante).

Placard de rangement aménagé

Mezzanine mobile.

Salle de bain avec vmc et radiateur sèche-serviettes

 Visite  sur RDV au merci d'appeler et  journée porte ouverte le samedi 7 Septembre sur RDV en telephonant.
Veuillez vous munir de votre dossier complet."
190,appartement ,53m,1590,Paris 17E,/  06 septembre 2019,"
					Balcon traversant				"
191,meublee appartement ,33m,1540,Paris 3E,/  06 septembre 2019,"Marais-Beaubourg. Au 40, rue des Gravilliers. Lignes 3 et 11.

Petit 2 pièces, meublé, au 4e sur cour sans ascenseur. Surface habitable : 32,60 m², hauteur sous plafond : 2,7 m, très clair avec quatre fenêtres. Orientation est. Vue dégagée. Digicode et interphone. Tomettes, poutres apparentes, cuisine (plaques halogènes, grand réfrigérateur, lave-linge, four multi-fonctions).

Libre début septembre.
Pas de colocation. Bail minimum 1 an.

1.490 €/mois + 50€ charges.
Montant du salaire net minimum souhaité : 2,5 fois le montant du loyer. Garantie bancaire ou parentale possible.
Professionnels de l'immobilier s'abstenir, vraiment."
192,meublee appartement ,44m,1350,Paris 14E,/  06 septembre 2019,"Métro Alésia. Appartement meublé, F2 de  44 m² avec ascenseur, interphone, badge entrée.

Proche tous commerces et transports.

Appartement traversant : - 2 pièces séparées (rue et cour), grands placards.

- Grande  cuisine-salle à manger séparée et équipée (lave-linge et lave vaisselle, plaque vitrocéramique, réfrigérateur),
- salle d'eau séparée équipée, wc séparés.

Parquet, moulures, cheminées, chauffage électrique panneaux radiants.

Grand cave.

Loyer 1350 €/mois provision charges comprise.

Dossier complet  y compris pour la caution solidaire à prévoir lors de la visite.

Sérieuse références et garant souhaité."
193,meublee appartement ,70m,2290,Paris 15E,/  06 septembre 2019,"Rénové à neuf, splendide 3 pièces traversant lumineux aux beaux volumes, avec parquet, moulures, vitraux, cheminée.

Idéalement situé, cet appartement au 1er étage est proche de la rue du commerce et des métros Félix Faure et Boucicaut, Quartier des écoles, Universités, Beaugrenelle, supermarchés.

A visiter immédiatement.
Possibilité de location meublée.

Loyer : 2.290 euros/mois charges comprises."
194,appartement ,86m,2500,Paris 16E,/  06 septembre 2019,"Rue Duret, métro Argentine/Victor Hugo, proximité d'avenue Foch et de l'Arc de Triomphe.

2 chambres, très lumineux, 8ème étage, sans vis-à-vis, sur cour, calme, à proximité de commerces (Franprix, Naturalia, etc), parfait état, nombreux rangements de qualité, cuisine équipée intégrée, douche à l'italienne, wc  séparé.

Chauffage collectif et appartement très bien chauffé en hiver.

Loyer : 2.500 €/mois + charges 300 €"
195,meublee appartement ,57m,1850,Paris 11,/  06 septembre 2019,"Immeuble année 2000, proche métro, bon standing, rue calme, au 4e ascenseur. Orientation Est. 2 pièces 57 m² meublé, parquet, charme, lumineux : salon spacieux, chambre 12 m², cuisine dinatoire équipée (réfrigérateur, four, lave-linge, plaque électrique), salle de bains (baignoire/douche), wc indépendants, rangements.
Très bon état. Chauffage électrique. Possibilité de parking.
Possibilité location vide
1.850€/mois  + 100 € de charges.

Agences s'abstenir"
196,meublee studio ,18m,1080,Paris 16E,/  06 septembre 2019,"Studio meublé tout confort dans bel immeuble avec gardienne, à deux pas du Trocadéro (3 min à pied du métro, lignes 6 et 9).
Plusieurs lignes de bus à proximité: 22, 30, 32, 63.

Entièrement refait à neuf et tout équipé: réfrigérateur, four micro-ondes, lave-vaisselle, lave-linge, table à induction 4 feux, hotte aspirante, TV.
Canapé-lit couchage grand confort.
Linge de maison, vaisselle, couverts. Nombreux placards.

Libre immédiatement.
Merci de préciser vos revenus, profession, souhait de durée de location, garant si nécessaire. Réponse sous 24h.

Loyer charges comprises.
Caution exigée: 2 mois de loyer."
197,meublee appartement ,51m,1795,Paris 11E,/  06 septembre 2019,"Appartement meublé récemment rénové à louer.

2 pièces, 51 m², 1er étage sur cour avec ascenseur, très calme, dans un immeuble de 1994.
L'appartement se trouve à 50 m du métro lignes 1,2,6,9 et RER A Nation.

Entrée avec rangements, séjour, cuisine séparée entièrement équipée, dégagement avec rangements, 1 chambre, 1 salle de bains avec douche et baignoire, toilettes séparées, 1 terrasse 5 m².
Sols en carrelage ou parquet stratifié.

Concierge, local à vélo.
Appartement entièrement équipé (vaisselle, lave linge séchant, plaques chauffantes, réfrigérateur, micro-ondes, fer à repasser, etc..)

Possibilité de fournir le linge de maison
Possibilité de séjour cours négociable

Loyer : 1685 € + charges 110 €"
198,meublee appartement ,29m,1550,Paris 1Er,/  06 septembre 2019,"Appartement idéalement situé rue Saint-Honoré,
dans immeuble 17ème bien entretenu avec digicode et interphone.
A 100 m du jardin et du métro des Tuileries, 200 m de la place du marché St Honoré, 300 m de la place Vendôme, 400 m du Louvre.

Au 6ème et dernier étage avec ascenseur.

Entièrement meublé et équipé (lave-linge, four, réfrigérateur, plaques induction, télévision, lecteur dvd, chaine hifi, accès internet haut débit, équipements de cuisine).
Parquet chêne massif huilé blanc dans toutes les pièces, chauffage électrique individuel.
Salon avec coin nuit : lit 160, canapé convertible, meuble tv, fenêtre avec vue sur les toits et puit de lumière au-dessus du lit.
Salle à manger / cuisine avec nombreux placards et penderie, table et quatre chaises, fenêtre sur cour.
Salle de douche avec grande cabine de douches (120x60), wc, plan vasque, fenêtre de toit style Vélux sur cour.

Visites sur rendez-vous.
Disponible à partir du 1er octobre 2019.
Loyer : 1.550 €/mois charges comprises."
199,meublee studio ,20m,900,Paris 12E,/  06 septembre 2019,"Charmant studio, entièrement meublé, 20 m², au rez-de-jardin d'un petit immeuble, très calme, très bon état.

Très bien desservi par les transports publics :
 - métro ligne 1, Porte de Vincennes, à 50 mètres,
- tramways T3a et T3b, en face,
- RER A, Nation, à 6 minutes,
- bus: 26, 64, 86, 501, 351 (Roissypole).

Salon spacieux avec parquet.
Agréable jardin privatif, 19 m².
Cuisinette équipée, four micro-ondes-grill, réfrigérateur.
Grande salle de bains avec baignoire, wc, lave-linge.

Porte fenêtre double vitrage
VMC

Interphone, Vigicode (badge).

Quartier agréable. Tous commerces.
Vélib en face. Autolib à 50 mètres.

Visites individuelles sur rendez-vous.
Loyer 835E/mois + charges 65 €."
