,Type_appart,Surface m²,Price €,Localisation,Date Post,Description
173,meublee studio ,26m,1.195,Paris 11E,/  12 septembre 2019,"Paris 11ème passage de la Bonne Graine.

Studio 26m2 entièrement refait à neuf par architecte.
2 minutes à pied du métro Ledru-Rollin et 10 minutes à pied de la gare de Lyon.
2ème étage lumineux orienté ouest, vue dégagée sans vis-à-vis.
Proche toutes commodités, quartier vivant, passage pavé calme.
Immeuble ancien entretenu et en bon état.

Entrée avec dressing et penderie, pièce principale avec cuisine équipée, salle d'eau avec douche italienne, colonne de douche et sèche serviette, vmc, wc indépendant, nombreux rangements.
Matériaux de qualité, éclairages led avec variateur, fibre optique. Chauffage électrique à inertie fluide. Isolation refaite. Serrure 3 points.

Équipement neuf et complet : grand literie de qualité avec couette, couvre lit et draps, plaques vitrocéramique, hotte, vaisselle, poubelles tri sélectif intégrées, grand épicier, réfrigérateur intégré, micro-onde, Nespresso, Soda stream, lave-linge, sèche-linge, table et fer à repasser.

Eau courante comprise dans les charges.
Loyer : 1195 € charges comprises"
174,appartement ,55m,1.590,Paris 12E,/  12 septembre 2019,"Proche métro Daumesnil. Appartement 3 pièces (55 m²), au 10ème étage avec ascenseur, très ensoleillé, calme, bon état comprenant : entrée, cuisine, grande salle à manger, 2 chambres, salle d'eau, wc séparés. Fenêtre double vitrage en pvc.
Cave, local vélos et poussettes.
Digicode et interphone et gardien.
Chauffage collectif et eau froide sont compris dans les provisions sur charges.
Proche commerces, coulée verte, bois de Vincennes.
Transports en commun : (bus 29 - 46 - 64) et (Métro : L6 et L8).
Idéal  pour couple salarié.
Sérieuses références demandées et garants solvables.
Se présenter avec un dossier complet pour faciliter la décision.

Pas de colocation.

Libre dès maintenant.

Dans vos mails décrivez brièvement votre situation actuelle : salarié en CDI ou CDD depuis quelle date.

Etes-vous seul(e) ou accompagné(e) merci.
D'autres photos peuvent vous être envoyées sur demande.

Loyer : 1 440 €/mois + provision sur charges : 150 €.

Agences s'abstenir.
Premier contact par mail."
175,meublee chambre ,12m,470,Paris 17E,/  12 septembre 2019,"PARIS 17 Porte Maillot  Chambre meublée dans mon appartement, à 5 minutes des métros Porte Maillot ou porte de Champerret, nombreux bus, également en plein centre de Paris,
très calme avec un balcon qui donne sur une cour arborée salle de bains partagée, wifi, 8e étage avec ascenseur. Excellent pied-à-terre parisien.
Loyer : 470€ /mois charges comprises.
Contact par mail uniquement en décrivant votre situation."
176,appartement ,44m,1.590,Paris 12E,/  12 septembre 2019,"Métros Michel Bizot - Porte Dorée (149 rue de Picpus).

2 pièces 44 m² + parking en sous-sol,
Appartement refait à neuf, au 1er étage dans résidence récente, confortable (ascenseur permettant l'accès direct au parking) et sécurisée (digicode, interphone).

Clair, calme, sur jardinet. Cuisine équipée séparée. wc indépendants.
Chauffage individuel électrique.   Cave.

Loyer de 1.480 Euros / mois + 110 € provision charges."
177,appartement ,112m,2.960,Paris 13E,/  12 septembre 2019,"Location vide.

Métro Olympiades, à proximité de la Rue de Tolbiac, tous commerces, établissements scolaires/universitaires.
Résidence année 1975, bien entretenue avec gardiens, sécurisée par interphone. 6ème étage.

3 chambres , séjour de 23 m² avec vue dégagée, 1 salle à manger, cuisine U.S., 1 salle de bains avec baignoire, 1 salle de douche avec lave-mains, 1 wc séparé, 1 grand dressing indépendant, placards spacieux.

Lumineux et calme, traversant, sans vis-à-vis.

1 cave en sous-sol.

Chauffage et eau chaude collective. Libre de suite.

Loyer hors charges : 2. 680 € +  provisions sur charges : 280 €."
178,meublee studio ,26m,950,Paris 14E,/  12 septembre 2019,"Studio calme, donne sur la coulée verte avec un jardin partagé.
Dans un bel immeuble pierre de taille avec digicode, un studio meublé de 26 m², au rez-de-chaussée, proche des transports communs (Métro  Ligne 4 Alésia, ou Porte d'Orléans, Tram 3, vélib,bus).

Composé d'un coin nuit avec parquet, belle hauteur sous plafond (3m), cheminée, charme de l'ancien, salle d'eau et salle douche séparées. Cuisine équipée (lave-linge, lave-vaisselle, réfrigérateur) séparée. Cave.
Caution demandée.

Visites sur rendez-vous, les weekends ou à partir de 19h.

Libre à partir de 30 Septembre 2019.
Loyer charges comprises 950 €/mois."
179,studio ,40m,1.400,Paris 6E,/  12 septembre 2019,"Grand studio vide, refait à neuf, rue Bonaparte au 5ème et dernier étage  d'un immeuble calme et bien entretenu.
Salaire minimum exigé 4000€
Visitable à partir du 15 juin sur la base d'un dossier complet*

Une présentation par mail de votre situation personnelle est préconisée avant toute visite. Un dossier complet vous sera impératif lors de cette visite..

- Photocopie CNI (recto/verso)
- Photocopie des trois derniers bulletins de salaire.
- Avis d'imposition 2018
(merci d'apporté des documents scannés et non photographiés).

Loyer : 1.400 € charges comprises"
180,meublee appartement ,47m,1.599,Paris 15E,/  12 septembre 2019,"Appartement meublé, quartier calme, bel immeuble parisien rénové.
Très beau 2 pièces meublé, avec des fenêtres en double-vitrage, 47 m² parfait état, lumineux, avec accès à un box de 5 m² dans la cave. Comportant entrée, cuisine entièrement équipée, salon, salle de bains, toilettes séparées, chambre avec un grand placard.
Immeuble sécurisé avec deux digicodes et ascenseur.

Proche des stations métros Boucicaut et Lourmel, ainsi que du Tramway.
Nombreux commerces à proximité.

Libre le 1 Septembre.
Loyer : 1599 €/mois charges comprises."
181,meublee studio ,16m,600,Paris 20E,/  12 septembre 2019,"Studio meublé 16 m², rez-de-chaussée sur cour intérieure.
Cuisine équipée, salle d'eau wc.

Loyer : 550 €/mois  + 50 € charges.."
182,studio ,14m,650,Paris 20E,/  12 septembre 2019,"Joudain.
Studio 14 m² libre vers fin Septembre.
Mezzanine couchage 140, Kitchenette, salle d'eau, lavabo, wc, chauffage électrique.

Rez-de-chaussée, calme, gardien, digicode.
Loyer : 520 €/mois + 130 € charges."
183,meublee appartement ,57m,1.700,Paris 9E,/  12 septembre 2019,"Libre le 1er janvier 2020

Appartement T2. Meublé dans immeuble haussmannien, 57 m² Rue Fontaine.

Proche Sacré Cœur, Opéra Garnier, Moulin rouge, grands boulevards et métro Pigalle et Saint Georges.

Au 4e étage avec ascenseur. Deux entrées digicode.
Double vitrage. Vue sur jardin côté chambre, cuisine et salle de bains et vue sur rue côté salon.
Très beau quartier central.

Loyer charges comprises."
184,meublee appartement ,27m,983,Paris 13E,/  12 septembre 2019,"1er étage sur cour arborée, appartement bien agencé (nombreux rangements), très calme et ensoleillé.
Au pied du métro Gobelins, quartier agréable avec tous commerces et transports à proximité, à 10 minutes à pied de la rue Mouffetard et à 5 minutes de la place d'Italie.

Connexion internet avec la fibre.
Télévision, table et chaises, lit BZ, hallogènes, planche à repasser, four micro-onde et four traditionnel, machine à laver, frigo, vaisselle, ustensiles de cuisine, plaque de cuisson.
Dossier à prévoir pour la visite : copie du contrat de travail, des 3 derniers bulletins de salaire (minimum 3X le montant du loyer), des 3 dernières quittances de loyer ou du dernier avis de taxe foncière, de la carte d'identité et du dernier avis d'imposition.

Loyer charges comprises."
185,meublee studio ,17m,875,Paris 16E,/  12 septembre 2019,"Mairie du 16ème. Près Janson et Dauphine.

56 rue de la Pompe.

Immeuble récent de standing, studio 17 m², 1er étage sur jardin, meublé (lave linge, micro ondes, tv), cuisinette équipée, douche wc.

Chauffage et eau chaude collectif.

A louer au 1er octobre, indice 2019.

Loyer 875 € charge comprises."
186,meublee appartement ,72m,2.850,Paris 4E,/  12 septembre 2019,"Hôtel de Ville, en plein coeur du Marais, rue des Archives à 3 minutes du centre Georges Pompidou.

Appartement 3 pièces meublé, tout confort d'une surface 72 m² + balcon filant 6 m².

Refait entièrement à neuf par architecte.

Au 2e étage avec ascenseur d'un bel immeuble en pierre de taille.

Double orientation séjour sur rue et chambres sur cour, clair et calme.

Beau séjour lumineux sur balcon filant.

Cuisine moderne ouverte sur séjour totalement équipée en haut de gamme .

Sur cour : grande chambre 15 m² avec dressing literie 160 x200 Epeda .

Petite chambre 10 m² avec placard.

Salle de bains avec fenêtre.

Prestations de standing au coeur du Marais, plafond moulurée, parquet point de Hongrie, corniches, alliance du patrimoine du marais et de l'équipement contemporain.

Contrat meublé, bail 1 an minimum.

Longue durée privilégiée, pas de location de courte durée.

Loyer : 2.730 €/mois + 120 € de charges.

Descriptif complet de l'appartement : http://appart.marais.free.fr

Loyer : 2850 € charges comprises"
187,meublee appartement ,50m,1.780,Paris 14E,/  12 septembre 2019,"A 1mn Parc Montsouris et Cité Universitaire. Quartier très agréable.

Appartement 2 pièces 50 m² meublé, clair et confortable, au 4ème étage. Très ensoleillé. Vue dégagée. Dans bel immeuble bien entretenu, calme, avec gardien, digicode, ascenseur.

L'appartement, entièrement rénové,  joliment décoré et meublé, comprend une entrée avec placards et grande penderie, une cuisine moderne tout équipée (lave-vaisselle, lave-linge, four, frigo/congélateur, micro-ondes, plaque, mange-debout et tabourets hauts), un double salon-salle à manger avec baies vitrées ouvrant sur la terrasse, 1 chambre avec un grand lit, commode, coin repos, une salle de bains (douche italienne) avec grande fenêtre et wc indépendant.
L'appartement s'ouvre sur un balcon-terrasse aménagé (table-chaises-salon).

Fourniture linge de maison, vaisselle, ustensiles cuisine, machine café, petit  électroménager…
Possibilité place parking en sus.

Transports : 50 m RER B (7mn Châtelet), gare bus 21, 67, Tramway, bornes Vélib et Autolib proches, accès Orly A6.
Loyer : 1.780 €/mois charges comprises (eau chaude et chauffage compris).
Pas de colocation. Garanties demandées. Location court et long terme. Libre de suite.
Dossier complet demandé."
188,meublee appartement ,48m,2.000,Paris 17E,/  12 septembre 2019,"Bel appartement 48 m² entièrement meublé et équipé, grand séjour + 1 chambre, très bien situé, à 100 m du carrefour avenue de Wagram/rue de Courcelles.

Proche Place de l'étoile, Parc Monceau, Champs-Élysées. Métros, bus, commerces, restaurants, marché à proximité.

Rue calme parallèle à la rue de Courcelles, 3e sans ascenseur.

Tout confort, lit 140 + canapé rapido 160 très bon couchage dans le séjour.
Cuisine équipée lave-vaisselle, four chaleur tournante, micro-ondes....
Salle de bains avec baignoire et wc. Voir photos.

Libre à partir du 30 septembre 2019 pour longue durée (minimum un mois).

Tout est compris dans le prix (électricité, gaz, eau,  accès Internet-wifi)


Fully furnished 1 bed 48 m², available long stay after September 30th, minimum one month. English speaking. For shorter stay ask one by one.

Téléphone : (WhatsApp).

Informations complémentaires.
Quartier Bourgeois Haussmannien, limite 8e, Métros(ligne2 et 3), Bus (31,84,30...)pour aller partout dans Paris.
Champs-Élysées, Parc Monceau à pied."
189,meublee appartement ,38m,1.265,Paris 11E,/  12 septembre 2019,"Meublé 38 m²,2 pièces,grand standing (refait neuf),immeuble pierre de taille,expo Sud/Ouest,très lumineux,1er étage avec ascenseur.

Entrée,séjour avec canapé non convertible, cuisine américaine entièrement équipée,1 chambre avec un lit tout neuf 160X200m,salle de douche avec wc,chauffage électrique,double vitrage,parquet d'origine,facilité parking,nombreux commerces.

Accès 10 mn à pied Nation/Bastille/Gare de Lyon,RER:A/D, métro:L1,L8,L2,L9,L6,L14.Sérieuses références requises.
(Agences s'abstenir)

Loyer : 1265 € charges incluses"
190,meublee studio ,14m,690,Paris ,/  12 septembre 2019,"Dans immeuble pierre de taille, appartement haussmannien 70 m² 4 pièces.
Excellentes prestations. 3 belles chambres meublées, 14 m², bien agencée, ensoleillée, plein sud, entrée et wc indépendants. Métro Porte de Versailles ou tram Georges Brassens. Proche parc Georges Brassens, commerces.
ou studio dans l'appartement avec cuisinette et salle de douche privative.

A partager avec 2 colocataires anglophone et portugais : cuisine/salle à manger équipée, salle de bains équipée, internet, lave et sèche-linge. Étudiant(e) étranger accepte(e). De préférence longue durée minimum 6 mois.

Loyer : 690 € charges comprises. 1000 €  de caution.
De préférence non-fumeur."
191,studio ,29m,980,Paris 15E,/  12 septembre 2019,"Studio de 29 m² au 5ème étage, proche des commerces de la rue Saint Charles. Métro Charles, Michel, Javel ou Félix Faure. Séjour de 22.5m2 avec 2 fenêtres et placards, une petite entrée avec placard, une
cuisine neuve équipée d'un frigidaire et de 2 plaques de cuisson, une salle de douche avec toilette et fenêtre.
Chauffage électrique. Possibilité de mettre un petit lave-linge. Très lumineux et traversant. Bien entretenu. Pas
d'ascenseur. Vue dégagée.
Loyer : 980 €/mois charges comprises. Classe énergie : E."
192,meublee appartement ,50m,1.850,Paris 16E,/  12 septembre 2019,"Très bel appartement 3 pièces avec 2 chambres indépendantes.
3ème Etage, pas de vis-à-vis et très lumineux.
Refait à neuf en 2018 et 3 grandes + 2 moyennes fenêtres Double Vitrage en février 2019.
- 1 entrée
- 2 chambres Indépendantes avec lit double et dressing
- 1 salon / salle à manger dinatoire
- 1 cuisine fermée et indépendante
- 1 salle d'eau/wc.
Toutes ces pièces ont 1 fenêtre.

Très bien situé avenue de Versailles, Paris 16ème
De nombreux bus en bas de l'immeuble : 22/72/62/42/PC1 / Métro Chardon-Lagache/Exelmans (M9/M10).
De nombreux commerces de proximité et service poste.

Loué actuellement en colocation et libre à partir du 6 Juillet prochain.

Colocation acceptée.
Me contacter par email avant contact téléphonique.
Dossier complet demandé lors de la visite.
Annonce sérieuse !!!!
Loyer : 1.695 €/mois + 155 € charges."
193,meublee studio ,18m,1.000,Paris 18E,/  12 septembre 2019,"Studio confortable et chaleureux à 5 minutes à pied du métro Guy Môquet. Disponible à partir de décembre 2019

Ce studio a été refait à neuf il y a quelques mois. Il est entièrement meublé et équipé : armoire-lit et sa banquette, commode, armoire, placard de rangement, table et bureau + cuisine neuve et équipée : machine à café, plaques, machine à laver, micro-onde et frigo. Enfin, la salle d'eau a une fenêtre et est équipée de wc et d'une douche neufs.

De plus, les fenêtres en double vitrage sont neuves et les radiateurs sont neufs et de qualité.

L'appartement est au dernier étage avec une vue très dégagée. Enfin, une cave vide est louée avec l'appartement.

L'appartement est idéal pour un(e) étudiant(e) ou un(e)  jeune actif(ve). Des revenus équivalents à 3 fois le loyer sont exigés pour le locataire ou son garant (idéalement parents). Je ne privilégie pas la colocation.

Je suis sûre que vous y serez heureux, n'hésitez pas à me contacter !

Loyer : 1000 € charges comprises (toutes les charges communes ainsi que l'abonnement internet + l'électricité.)"
194,studio ,20m,700,Paris 20E,/  12 septembre 2019,"Métro Télégraphe ou Porte des Lilas. Studio 20 m² donnant sur impasse, 5eme étage, ascenseur, entrée, séjour, cuisine équipée séparée (gazinière, réfrigérateur, congélateur), salle d'eau, wc, chauffage collectif, double vitrage, sas d'entrée, badge vigik, interphone. Libre de suite. Visites sur rendez-vous. Contact par mail uniquement. Faire un résumé de votre situation professionnelle.
Loyer : 700 €/mois charges comprises."
195,meublee appartement ,96m,2.905,Paris ,/  12 septembre 2019,"Grand appartement haussmannien récemment rénové à Paris 16 quartier Auteuil.
Entièrement équipé, moulures aux murs et plafond, salle de bains design avec douche et baignoire.
Rez-de-chaussée, vitres dépolies, bien clair.
Bail société et professions libérales acceptées."
196,meublee appartement ,51m,1.950,Paris 1Er,/  12 septembre 2019,"Rue Pierre Lescot à 100 mètres du forum des Halles.
Rénovation complète en août 2019.

Appartement meublé 3 pièces, 51 m², équipé (lave-linge, lave-vaisselle, grand réfrigérateur, plaque de cuisson), salle de douche, rangements (2 placards à penderie).
Au 5ème étage sous les toits (dernier étage), Sans ascenseur.

Sont fournis : 1 lit double, 1 canapé 3 places extensible, 1 table à dîner extensible (4-8 places), 1 bureau, 6 chaises. Vue sur 2 églises. Digicode, interphone. Immeuble ancien.

Bail 1 an et plus. Anglais parlé. Propriétaire résident à proximité, ce qui facilite les entrevues en cas de besoin.
Contacter le propriétaire par email (réponse dans la journée).
Loyer charges comprises."
197,appartement ,62m,2.280,Paris 2E,/  12 septembre 2019,"Paris 2ème, secteur recherché !

Quartier Montorgueil, immeuble de prestige (Hôtel Colbert). 2ème étage, beau 2 pièces de 54 m² Carrez avec 3,80m sous plafond, donnant entièrement sur cour arborée comprenant une entrée avec grande penderie, séjour spacieux (25 m²) avec grande mezzanine pour couchage ou espace de travail (8 m², hauteur de 1,60 m) dotée de nombreuses prises, cuisine ouverte équipée,  chambre à coucher avec dressing, salle de bains  baignoire avec rangements, emplacement lave-linge, wc séparés.

- Ascenseur

- Eau chaude, chauffage individuels électriques.

- Parquet chêne point de Hongrie, ardoise, double vitrage.

- Très calme, bien isolé.

- Parties communes excellent état.

- Cave sèche incluse.

Entièrement refait à neuf par architecte, juillet 2019.

A proximité immédiate des métros Sentier (L3) et Grands Boulevards (L8,L9).

En supplément, possibilité de parking sécurisé au 1er sous-sol.

Pas de colocation souhaitée.

Dossier complet à prévoir pour toute visite : carte ID, 3 derniers bulletins de salaires, 2 derniers bilans, RIB, caution demandée ou garantie bancaire, justificatif de domicile.

A voir !"
198,appartement ,109m,3.700,Paris 3E,/  12 septembre 2019,"Au coeur du Marais, Métro Filles du Calvaire.

Beau 5 pièces dans immeuble classée du 18e siècle rénové, parties communes refaites à neuf, calme, comprenant : un double séjour avec 4m de hauteur sous plafond, cuisine toute équipée (frigidaire/congélateur, cuisinière électrique, lave-vaisselle, lave-linge-séchant, placards), 2 chambres avec placards, un bureau/chambre en mezzanine avec placards, grande salle de bains avec baignoire, douche et wc, un wc indépendant.
Doubles vitrages, chauffage électrique individuel.
Ascenseur, digicode + interphone, gardien dans l'immeuble.

Libre de suite
Loyer : 3.530 €/mois + 170 € charges."
199,meublee appartement ,48m,1.700,Paris 5E,/  12 septembre 2019,"Elegant deux pièces, 48m2, meublé, au troisième étage sur belle  cour, dans un immeuble pierre de taille. avec concierge. Idéalement situé, rue Lacépède, entre le jardin des Plantes et la rue Mouffetard métro Place Monge ou Jussieu (ligne 7 et 10).  Calme, très clair, parquet, cheminées, moulures, porte blindée. Entrée, salon, chambre, salle de bains avec baignoire, toilette séparée,  grande cuisine lumineuse , très bien équipée (lavante -sèchante,  lave -vaisselle, four, micro-ondes….) avec un coin repas pour 4 personnes. Vient d'être entièrement repeint (septembre 2019).
Disponible à compter du 01 octobre.

Plus de détails/photos sur demande. Références sérieuses demandées. Idéal pour jeune couple ou professionnel."
